,8_n,8_p,8_l,9_n,9_p,9_l
9212,ACOT2,0.7014497487612603,2.3107045,ACOT2,0.7014497487612603,-2.3107045
9213,USP21,0.7014497487612603,2.334964,USP21,0.7014497487612603,-2.334964
9214,SYCP2,0.7014497487612603,2.549797,SYCP2,0.7014497487612603,-2.549797
9215,C16ORF86,0.701645494919649,1.7938477,C16ORF86,0.701645494919649,-1.7938477
9216,IL12RB2,0.701645494919649,1.6350594,IL12RB2,0.701645494919649,-1.6350594
9217,TMEM79,0.701645494919649,2.0025477,TMEM79,0.701645494919649,-2.0025477
9218,SNED1,0.701645494919649,1.8089174,SNED1,0.701645494919649,-1.8089174
9219,PEX12,0.701645494919649,1.9457943,PEX12,0.701645494919649,-1.9457943
9220,FOXJ2,0.701645494919649,1.9843313,FOXJ2,0.701645494919649,-1.9843313
9221,PLBD1,0.701645494919649,1.5705342,PLBD1,0.701645494919649,-1.5705342
9222,TRIM62,0.701645494919649,1.9697785,TRIM62,0.701645494919649,-1.9697785
9223,RCL1,0.701645494919649,-0.16230561,RCL1,0.701645494919649,0.16230561
9224,CTD-2270L9.4,0.701645494919649,1.4565296,CTD-2270L9.4,0.701645494919649,-1.4565296
9225,GBP7,0.701645494919649,1.7691625,GBP7,0.701645494919649,-1.7691625
9226,IGHV3-7,0.701645494919649,1.9052001,IGHV3-7,0.701645494919649,-1.9052001
9227,ZNF362,0.701645494919649,1.8426266,ZNF362,0.701645494919649,-1.8426266
9228,SMYD5,0.701645494919649,1.5961522,SMYD5,0.701645494919649,-1.5961522
9229,MOB3C,0.701645494919649,1.7368649,MOB3C,0.701645494919649,-1.7368649
9230,GJC1,0.701645494919649,1.8804592,GJC1,0.701645494919649,-1.8804592
9231,KIAA0513,0.701645494919649,2.0088623,KIAA0513,0.701645494919649,-2.0088623
9232,PORCN,0.701645494919649,1.3018612,PORCN,0.701645494919649,-1.3018612
9233,LINC00937,0.701645494919649,1.4416969,LINC00937,0.701645494919649,-1.4416969
9234,FAM229B,0.701645494919649,2.1097088,FAM229B,0.701645494919649,-2.1097088
9235,IGKV1D-8,0.701645494919649,2.3825529,IGKV1D-8,0.701645494919649,-2.3825529
9236,HELZ2,0.7018412608783701,-0.3251538,HELZ2,0.7018412608783701,0.3251538
9237,PSTK,0.7027224524093998,-0.07763286,PSTK,0.7027224524093998,0.07763286
9238,GDAP2,0.7030162717852715,-0.25649035,GDAP2,0.7030162717852715,0.25649035
9239,MAP1LC3B,0.7034080999618573,0.06851883,MAP1LC3B,0.7034080999618573,-0.06851883
9240,RP11-1000B6.3,0.7034080999618573,-0.541442,RP11-1000B6.3,0.7034080999618573,0.541442
9241,TTLL3,0.7036040435990646,-1.1138362,TTLL3,0.7036040435990646,1.1138362
9242,PDE9A,0.7036040435990646,-1.2268336,PDE9A,0.7036040435990646,1.2268336
9243,FCMR,0.7044860333836003,-0.48773593,FCMR,0.7044860333836003,0.48773593
9244,RBM41,0.7045840568069077,-1.1116182,RBM41,0.7045840568069077,1.1116182
9245,MFSD1,0.7047801183709914,-0.3799007,MFSD1,0.7047801183709914,0.3799007
9246,SLC50A1,0.705270358064818,-0.47867924,SLC50A1,0.705270358064818,0.47867924
9247,RP11-326I11.3,0.7053684206976358,-0.4154483,RP11-326I11.3,0.7053684206976358,0.4154483
9248,ZNF71,0.7057607201602649,0.4162931,ZNF71,0.7057607201602649,-0.4162931
9249,AMMECR1L,0.7057607201602649,0.37486106,AMMECR1L,0.7057607201602649,-0.37486106
9250,ZNF253,0.7057607201602649,-0.32620224,ZNF253,0.7057607201602649,0.32620224
9251,ZNF420,0.7059568992298806,0.45487472,ZNF420,0.7059568992298806,-0.45487472
9252,TDRD7,0.7059568992298806,-0.04041279,TDRD7,0.7059568992298806,0.04041279
9253,ZSCAN21,0.7061530978427282,0.39757437,ZSCAN21,0.7061530978427282,-0.39757437
9254,ZNF398,0.7061530978427282,0.11616853,ZNF398,0.7061530978427282,-0.11616853
9255,FGGY,0.706251204474198,-0.14939564,FGGY,0.706251204474198,0.14939564
9256,SCRG1,0.7063493159870764,-0.026161974,SCRG1,0.7063493159870764,0.026161974
9257,AP000569.9,0.7063493159870764,0.19029126,AP000569.9,0.7063493159870764,-0.19029126
9258,RABGEF1,0.7065455536511902,0.29086992,RABGEF1,0.7065455536511902,-0.29086992
9259,GANC,0.7065455536511902,0.28608418,GANC,0.7065455536511902,-0.28608418
9260,HIST4H4,0.7065455536511902,0.49820217,HIST4H4,0.7065455536511902,-0.49820217
9261,LINC01431,0.7065455536511902,0.25744137,LINC01431,0.7065455536511902,-0.25744137
9262,CTNND1,0.7065455536511902,0.0743015,CTNND1,0.7065455536511902,-0.0743015
9263,ACYP2,0.7065455536511902,-0.5063176,ACYP2,0.7065455536511902,0.5063176
9264,CTD-2369P2.10,0.7065455536511902,-1.9189363,CTD-2369P2.10,0.7065455536511902,1.9189363
9265,FAM46A,0.7066436797994908,-0.27871633,FAM46A,0.7066436797994908,0.27871633
9266,MREG,0.7081161562661513,-0.32547393,MREG,0.7081161562661513,0.32547393
9267,CCDC112,0.7081161562661513,0.40965468,CCDC112,0.7081161562661513,-0.40965468
9268,BIN1,0.7087054529008068,-0.3050681,BIN1,0.7087054529008068,0.3050681
9269,GPT2,0.7090984142367416,-0.383374,GPT2,0.7090984142367416,0.383374
9270,PSMA8,0.7092949239432014,0.060661525,PSMA8,0.7092949239432014,-0.060661525
9271,PHF1,0.7092949239432014,-0.469369,PHF1,0.7092949239432014,0.469369
9272,RPUSD4,0.7096880013741395,-0.51347303,RPUSD4,0.7096880013741395,0.51347303
9273,PCDHGA8,0.7099828601666482,-3.2982805,PCDHGA8,0.7099828601666482,3.2982805
9274,LINC00494,0.7099828601666482,-2.9638753,LINC00494,0.7099828601666482,2.9638753
9275,FXR2,0.7100811560837682,0.019496739,FXR2,0.7100811560837682,-0.019496739
9276,LINC01134,0.7101794568249032,-3.4403822,LINC01134,0.7101794568249032,3.4403822
9277,PHYKPL,0.7102777623885769,-0.3438109,PHYKPL,0.7102777623885769,0.3438109
9278,HHAT,0.7103760727733124,-3.2340739,HHAT,0.7103760727733124,3.2340739
9279,SCYL3,0.710474387977633,-0.27307287,SCYL3,0.710474387977633,0.27307287
9280,CTB-58E17.1,0.71067103283912,0.3617301,CTB-58E17.1,0.71067103283912,-0.3617301
9281,C8ORF44,0.7107693624933316,0.1047813,C8ORF44,0.7107693624933316,-0.1047813
9282,C1ORF220,0.7107693624933316,-2.7901611,C1ORF220,0.7107693624933316,2.7901611
9283,CPT1A,0.7112610829399448,0.052500565,CPT1A,0.7112610829399448,-0.052500565
9284,FICD,0.7112610829399448,0.20416263,FICD,0.7112610829399448,-0.20416263
9285,RUFY2,0.7118513060668872,-0.23093468,RUFY2,0.7118513060668872,0.23093468
9286,SLC16A13,0.7120480855042077,0.17327864,SLC16A13,0.7120480855042077,-0.17327864
9287,RP11-511B23.1,0.7121464824152691,-1.3448967,RP11-511B23.1,0.7121464824152691,1.3448967
9288,ALDH2,0.7122448841192895,-0.4248068,ALDH2,0.7122448841192895,0.4248068
9289,RXRB,0.7122448841192895,-0.39011514,RXRB,0.7122448841192895,0.39011514
9290,COG8,0.7122448841192895,-0.1052654,COG8,0.7122448841192895,0.1052654
9291,ZDHHC2,0.7122448841192895,0.18834771,ZDHHC2,0.7122448841192895,-0.18834771
9292,URB1-AS1,0.7126385388353289,0.025545338,URB1-AS1,0.7126385388353289,-0.025545338
9293,DCAF4,0.7126385388353289,-0.2038102,DCAF4,0.7126385388353289,0.2038102
9294,ICK,0.7134260778788422,-0.20996127,ICK,0.7134260778788422,0.20996127
9295,DPY19L4,0.7144109312253137,1.6162676,DPY19L4,0.7144109312253137,-1.6162676
9296,B3GNT7,0.7146079590480607,1.104129,B3GNT7,0.7146079590480607,-1.104129
9297,POFUT2,0.7146079590480607,1.3890889,POFUT2,0.7146079590480607,-1.3890889
9298,CH507-9B2.3,0.7146079590480607,1.4089004,CH507-9B2.3,0.7146079590480607,-1.4089004
9299,C1ORF198,0.7146079590480607,1.5112708,C1ORF198,0.7146079590480607,-1.5112708
9300,FBXL8,0.7148050058942081,1.3480722,FBXL8,0.7148050058942081,-1.3480722
9301,AHDC1,0.7148050058942081,1.4573151,AHDC1,0.7148050058942081,-1.4573151
9302,ZNF793,0.7150020717518558,0.7359832,ZNF793,0.7150020717518558,-0.7359832
9303,B4GAT1,0.7150020717518558,1.2162374,B4GAT1,0.7150020717518558,-1.2162374
9304,DMPK,0.7150020717518558,1.1607845,DMPK,0.7150020717518558,-1.1607845
9305,ZNF354B,0.7150020717518558,1.0638784,ZNF354B,0.7150020717518558,-1.0638784
9306,MBLAC2,0.7150020717518558,1.4794858,MBLAC2,0.7150020717518558,-1.4794858
9307,TET1,0.7150020717518558,1.0247364,TET1,0.7150020717518558,-1.0247364
9308,SAP25,0.7151991566090992,0.79614645,SAP25,0.7151991566090992,-0.79614645
9309,CNKSR2,0.7151991566090992,1.4501988,CNKSR2,0.7151991566090992,-1.4501988
9310,BCL9L,0.7151991566090992,1.3365839,BCL9L,0.7151991566090992,-1.3365839
9311,TVP23C,0.7151991566090992,0.80795413,TVP23C,0.7151991566090992,-0.80795413
9312,ZBTB34,0.7153962604540303,0.9766994,ZBTB34,0.7153962604540303,-0.9766994
9313,AC004540.5,0.7153962604540303,1.2914921,AC004540.5,0.7153962604540303,-1.2914921
9314,CTC1,0.7153962604540303,0.44875124,CTC1,0.7153962604540303,-0.44875124
9315,KIAA0391,0.7153962604540303,0.23472677,KIAA0391,0.7153962604540303,-0.23472677
9316,MET,0.7153962604540303,0.7617593,MET,0.7153962604540303,-0.7617593
9317,SLC18B1,0.7153962604540303,0.25615525,SLC18B1,0.7153962604540303,-0.25615525
9318,C10ORF95,0.7153962604540303,0.71181184,C10ORF95,0.7153962604540303,-0.71181184
9319,C1ORF61,0.7153962604540303,0.9506757,C1ORF61,0.7153962604540303,-0.9506757
9320,EPHX2,0.7153962604540303,0.82969576,EPHX2,0.7153962604540303,-0.82969576
9321,HRK,0.7167765180227192,-0.80390143,HRK,0.7167765180227192,0.80390143
9322,BTN2A2,0.716973773340003,-0.54676,BTN2A2,0.716973773340003,0.54676
9323,CDK14,0.7183550885413739,-0.5241513,CDK14,0.7183550885413739,0.5241513
9324,PLA2G15,0.7183550885413739,0.01764621,PLA2G15,0.7183550885413739,-0.01764621
9325,TWF1,0.7184537892052091,-0.40627068,TWF1,0.7184537892052091,0.40627068
9326,DLGAP4,0.718848638822225,0.04360117,DLGAP4,0.718848638822225,-0.04360117
9327,ZNF419,0.7190460917867789,0.30755696,ZNF419,0.7190460917867789,-0.30755696
9328,KIAA0556,0.7190460917867789,0.42650038,KIAA0556,0.7190460917867789,-0.42650038
9329,HSH2D,0.719144825302826,-0.6190616,HSH2D,0.719144825302826,0.6190616
9330,RP5-887A10.1,0.719144825302826,-2.352441,RP5-887A10.1,0.719144825302826,2.352441
9331,ATP7A,0.7192435635060558,0.2372703,ATP7A,0.7192435635060558,-0.2372703
9332,RPAP1,0.7192435635060558,0.33868727,RPAP1,0.7192435635060558,-0.33868727
9333,ARL14,0.71934230639497,-1.7149836,ARL14,0.71934230639497,1.7149836
9334,TAGAP,0.7195398062238572,-0.21719679,TAGAP,0.7195398062238572,0.21719679
9335,LRSAM1,0.7196385631608324,0.2290111,LRSAM1,0.7196385631608324,-0.2290111
9336,CTD-2017D11.1,0.7196385631608324,0.17670015,CTD-2017D11.1,0.7196385631608324,-0.17670015
9337,FRS2,0.7198360910723499,0.32250828,FRS2,0.7198360910723499,-0.32250828
9338,TRAF6,0.7198360910723499,0.46388507,TRAF6,0.7198360910723499,-0.46388507
9339,RABL2B,0.7201324180110481,-0.21989809,RABL2B,0.7201324180110481,0.21989809
9340,NEIL2,0.7202312030036595,0.027817084,NEIL2,0.7202312030036595,-0.027817084
9341,ZNF707,0.7204287869994469,0.059818815,ZNF707,0.7204287869994469,-0.059818815
9342,TRIM35,0.7204287869994469,0.28083572,TRIM35,0.7204287869994469,-0.28083572
9343,TMEM108,0.7205275859996207,-1.7741735,TMEM108,0.7205275859996207,1.7741735
9344,RTN2,0.7205275859996207,-1.5091898,RTN2,0.7205275859996207,1.5091898
9345,SPINT1,0.7206263896659799,0.3361603,SPINT1,0.7206263896659799,-0.3361603
9346,RP11-385D13.3,0.7206263896659799,0.1305005,RP11-385D13.3,0.7206263896659799,-0.1305005
9347,LZTS2,0.7206263896659799,0.029349273,LZTS2,0.7206263896659799,-0.029349273
9348,MSANTD4,0.7209228286471507,-0.22541387,MSANTD4,0.7209228286471507,0.22541387
9349,ZSCAN29,0.7211204779379885,-0.15101835,ZSCAN29,0.7211204779379885,0.15101835
9350,ZFYVE27,0.7216146826392886,-0.22896229,ZFYVE27,0.7216146826392886,0.22896229
9351,SDCCAG3,0.7219112612679554,0.2591071,SDCCAG3,0.7219112612679554,-0.2591071
9352,ZYG11B,0.7223067644644703,-0.49634576,ZYG11B,0.7223067644644703,0.49634576
9353,ARL11,0.722504543903475,-0.39539754,ARL11,0.722504543903475,0.39539754
9354,SIAH2,0.7229001584027432,-0.25744924,SIAH2,0.7229001584027432,0.25744924
9355,PEG10,0.7229990736065345,-0.347693,PEG10,0.7229990736065345,0.347693
9356,SULF2,0.7229990736065345,-0.9767829,SULF2,0.7229990736065345,0.9767829
9357,GEMIN8,0.7231969178983366,-0.40679428,GEMIN8,0.7231969178983366,0.40679428
9358,MMACHC,0.7234937190239744,-3.4595356,MMACHC,0.7234937190239744,3.4595356
9359,UACA,0.7240874460024908,0.14661486,UACA,0.7240874460024908,-0.14661486
9360,RP11-37B2.1,0.7241864166496509,-0.2933265,RP11-37B2.1,0.7241864166496509,0.2933265
9361,WASL,0.724681339012319,0.038532153,WASL,0.724681339012319,-0.038532153
9362,MRPS17,0.7248793401883913,0.28242055,MRPS17,0.7248793401883913,-0.28242055
9363,ZNF407,0.7250773597640456,-0.0452766,ZNF407,0.7250773597640456,0.0452766
9364,MFN1,0.7250773597640456,-0.47433725,MFN1,0.7250773597640456,0.47433725
9365,DMTN,0.7254734540657153,23.553658,DMTN,0.7254734540657153,-23.553658
9366,TM6SF1,0.7254734540657153,23.638914,TM6SF1,0.7254734540657153,-23.638914
9367,C8ORF58,0.7254734540657153,23.521574,C8ORF58,0.7254734540657153,-23.521574
9368,LINC01037,0.7254734540657153,23.6266,LINC01037,0.7254734540657153,-23.6266
9369,ADGRG1,0.7254734540657153,23.775667,ADGRG1,0.7254734540657153,-23.775667
9370,STYK1,0.7254734540657153,23.41754,STYK1,0.7254734540657153,-23.41754
9371,PSEN2,0.7254734540657153,23.672972,PSEN2,0.7254734540657153,-23.672972
9372,TIGD3,0.7254734540657153,23.673437,TIGD3,0.7254734540657153,-23.673437
9373,CARD17,0.7254734540657153,23.469582,CARD17,0.7254734540657153,-23.469582
9374,ATAD3C,0.7254734540657153,23.654339,ATAD3C,0.7254734540657153,-23.654339
9375,TEX2,0.7254734540657153,23.400942,TEX2,0.7254734540657153,-23.400942
9376,RGS6,0.7254734540657153,23.677984,RGS6,0.7254734540657153,-23.677984
9377,IL10,0.7254734540657153,24.330893,IL10,0.7254734540657153,-24.330893
9378,RIBC2,0.7254734540657153,23.776873,RIBC2,0.7254734540657153,-23.776873
9379,PLCD1,0.7254734540657153,23.508636,PLCD1,0.7254734540657153,-23.508636
9380,SLAMF8,0.7254734540657153,23.400455,SLAMF8,0.7254734540657153,-23.400455
9381,PPARGC1B,0.7254734540657153,23.475359,PPARGC1B,0.7254734540657153,-23.475359
9382,RP11-444D3.1,0.7254734540657153,23.67673,RP11-444D3.1,0.7254734540657153,-23.67673
9383,TPRG1,0.7254734540657153,23.692451,TPRG1,0.7254734540657153,-23.692451
9384,TRAV13-2,0.7254734540657153,23.664486,TRAV13-2,0.7254734540657153,-23.664486
9385,APOBEC3B,0.7254734540657153,23.178356,APOBEC3B,0.7254734540657153,-23.178356
9386,PPARG,0.7254734540657153,23.608866,PPARG,0.7254734540657153,-23.608866
9387,AC025335.1,0.7254734540657153,23.464472,AC025335.1,0.7254734540657153,-23.464472
9388,ZNF778,0.7254734540657153,23.753521,ZNF778,0.7254734540657153,-23.753521
9389,IGKV1-9,0.7254734540657153,24.052149,IGKV1-9,0.7254734540657153,-24.052149
9390,PRTFDC1,0.7254734540657153,23.539675,PRTFDC1,0.7254734540657153,-23.539675
9391,REEP6,0.7254734540657153,23.724007,REEP6,0.7254734540657153,-23.724007
9392,PLBD2,0.7254734540657153,23.38539,PLBD2,0.7254734540657153,-23.38539
9393,RP11-120D5.1,0.7254734540657153,23.578192,RP11-120D5.1,0.7254734540657153,-23.578192
9394,NCAM1,0.7254734540657153,23.42811,NCAM1,0.7254734540657153,-23.42811
9395,TRDV1,0.7254734540657153,23.612675,TRDV1,0.7254734540657153,-23.612675
9396,TCFL5,0.7254734540657153,23.625618,TCFL5,0.7254734540657153,-23.625618
9397,NEK3,0.7254734540657153,23.442226,NEK3,0.7254734540657153,-23.442226
9398,CTC-246B18.10,0.7254734540657153,23.634804,CTC-246B18.10,0.7254734540657153,-23.634804
9399,RP11-722G7.1,0.7254734540657153,23.61623,RP11-722G7.1,0.7254734540657153,-23.61623
9400,MAN2B2,0.7254734540657153,0.09699483,MAN2B2,0.7254734540657153,-0.09699483
9401,RP11-533E19.7,0.7254734540657153,23.393011,RP11-533E19.7,0.7254734540657153,-23.393011
9402,DHRS11,0.7254734540657153,23.284872,DHRS11,0.7254734540657153,-23.284872
9403,SPEF2,0.7254734540657153,23.884071,SPEF2,0.7254734540657153,-23.884071
9404,ATP8B4,0.7254734540657153,23.45934,ATP8B4,0.7254734540657153,-23.45934
9405,ASCL2,0.7254734540657153,23.710627,ASCL2,0.7254734540657153,-23.710627
9406,ENC1,0.7254734540657153,23.415741,ENC1,0.7254734540657153,-23.415741
9407,MCMDC2,0.7254734540657153,23.572897,MCMDC2,0.7254734540657153,-23.572897
9408,MAL,0.7254734540657153,23.902002,MAL,0.7254734540657153,-23.902002
9409,ZNF624,0.7254734540657153,23.57048,ZNF624,0.7254734540657153,-23.57048
9410,CTD-2623N2.11,0.7254734540657153,23.779823,CTD-2623N2.11,0.7254734540657153,-23.779823
9411,ACSS2,0.7254734540657153,23.305412,ACSS2,0.7254734540657153,-23.305412
9412,HIST2H3D,0.7254734540657153,23.584276,HIST2H3D,0.7254734540657153,-23.584276
9413,S1PR1,0.7254734540657153,23.157593,S1PR1,0.7254734540657153,-23.157593
9414,SNTB1,0.7254734540657153,23.328619,SNTB1,0.7254734540657153,-23.328619
9415,TUSC1,0.7254734540657153,23.685013,TUSC1,0.7254734540657153,-23.685013
9416,C1ORF159,0.7254734540657153,23.667168,C1ORF159,0.7254734540657153,-23.667168
9417,AC069513.4,0.7254734540657153,23.709158,AC069513.4,0.7254734540657153,-23.709158
9418,NCEH1,0.7254734540657153,23.603989,NCEH1,0.7254734540657153,-23.603989
9419,RAB3D,0.7254734540657153,23.601748,RAB3D,0.7254734540657153,-23.601748
9420,HECTD2,0.7254734540657153,23.684864,HECTD2,0.7254734540657153,-23.684864
9421,SCUBE1,0.7254734540657153,23.571648,SCUBE1,0.7254734540657153,-23.571648
9422,CD101,0.7254734540657153,23.848883,CD101,0.7254734540657153,-23.848883
9423,FANK1,0.7254734540657153,23.988375,FANK1,0.7254734540657153,-23.988375
9424,GSTM3,0.7254734540657153,24.200888,GSTM3,0.7254734540657153,-24.200888
9425,CRIM1,0.7254734540657153,23.75675,CRIM1,0.7254734540657153,-23.75675
9426,RP4-563E14.1,0.7254734540657153,23.57084,RP4-563E14.1,0.7254734540657153,-23.57084
9427,TMSB15B,0.7254734540657153,23.263124,TMSB15B,0.7254734540657153,-23.263124
9428,KLHL26,0.7254734540657153,23.596905,KLHL26,0.7254734540657153,-23.596905
9429,XYLB,0.7254734540657153,23.622843,XYLB,0.7254734540657153,-23.622843
9430,GNB3,0.7258696218205216,-0.1510709,GNB3,0.7258696218205216,0.1510709
9431,DUSP18,0.7260677332125831,0.11093823,DUSP18,0.7260677332125831,-0.11093823
9432,PRR12,0.7262658629315999,-0.09944449,PRR12,0.7262658629315999,0.09944449
9433,CAMK1D,0.7267612673300412,-0.04203542,CAMK1D,0.7267612673300412,0.04203542
9434,AC007381.3,0.7268603619291889,0.16721287,AC007381.3,0.7268603619291889,-0.16721287
9435,C7ORF72,0.7270585648348162,-1.3448445,C7ORF72,0.7270585648348162,1.3448445
9436,SIT1,0.7273559034388368,-0.059258256,SIT1,0.7273559034388368,0.059258256
9437,TANGO6,0.7274550254329304,-0.43151593,TANGO6,0.7274550254329304,0.43151593
9438,KIF27,0.7276532831011421,1.1693509,KIF27,0.7276532831011421,-1.1693509
9439,RP4-635E18.9,0.7276532831011421,1.0121349,RP4-635E18.9,0.7276532831011421,-1.0121349
9440,ARHGEF7,0.7279507037807524,-0.53258526,ARHGEF7,0.7279507037807524,0.53258526
9441,MOCS3,0.7284464959516417,-0.124117054,MOCS3,0.7284464959516417,0.124117054
9442,ZNF804A,0.7284464959516417,-0.37313753,ZNF804A,0.7284464959516417,0.37313753
9443,NKX3-1,0.728644844647919,0.6909992,NKX3-1,0.728644844647919,-0.6909992
9444,LINC01534,0.7288432115133402,0.6927803,LINC01534,0.7288432115133402,-0.6927803
9445,APP,0.7288432115133402,0.4310965,APP,0.7288432115133402,-0.4310965
9446,AP005530.2,0.7288432115133402,0.9577981,AP005530.2,0.7288432115133402,-0.9577981
9447,PPP2R5B,0.7290415965357402,0.7325815,PPP2R5B,0.7290415965357402,-0.7325815
9448,ZDHHC17,0.7290415965357402,-0.13912745,ZDHHC17,0.7290415965357402,0.13912745
9449,NPIPB4,0.7290415965357402,0.8820915,NPIPB4,0.7290415965357402,-0.8820915
9450,ECEL1,0.7290415965357402,0.87520534,ECEL1,0.7290415965357402,-0.87520534
9451,ANKDD1A,0.7290415965357402,0.6622266,ANKDD1A,0.7290415965357402,-0.6622266
9452,DDX31,0.7292399997029507,0.51485634,DDX31,0.7292399997029507,-0.51485634
9453,ANKS1A,0.7292399997029507,0.6235855,ANKS1A,0.7292399997029507,-0.6235855
9454,ATP6AP1L,0.7292399997029507,0.7025133,ATP6AP1L,0.7292399997029507,-0.7025133
9455,MEGF8,0.7292399997029507,0.080843896,MEGF8,0.7292399997029507,-0.080843896
9456,EZH1,0.7292399997029507,-0.33689493,EZH1,0.7292399997029507,0.33689493
9457,MATR3,0.7294384210027993,0.71977323,MATR3,0.7294384210027993,-0.71977323
9458,NLN,0.7294384210027993,0.62641513,NLN,0.7294384210027993,-0.62641513
9459,AMBRA1,0.7294384210027993,0.9197957,AMBRA1,0.7294384210027993,-0.9197957
9460,LMTK2,0.7294384210027993,0.59584904,LMTK2,0.7294384210027993,-0.59584904
9461,SAP30L,0.7294384210027993,0.4284308,SAP30L,0.7294384210027993,-0.4284308
9462,PUS7,0.7294384210027993,0.28779894,PUS7,0.7294384210027993,-0.28779894
9463,STXBP6,0.7304307990653328,-0.6281716,STXBP6,0.7304307990653328,0.6281716
9464,AC010287.1,0.7304307990653328,-1.3229706,AC010287.1,0.7304307990653328,1.3229706
9465,RANBP10,0.7308278767923786,0.53581375,RANBP10,0.7308278767923786,-0.53581375
9466,MTFR1,0.7312250266599392,-0.25833723,MTFR1,0.7312250266599392,0.25833723
9467,SENP7,0.7313243253873423,-0.6191087,SENP7,0.7313243253873423,0.6191087
9468,MARCH9,0.7314236286158979,0.49242428,MARCH9,0.7314236286158979,-0.49242428
9469,KREMEN2,0.7316222485703608,-0.3503639,KREMEN2,0.7316222485703608,0.3503639
9470,TCEB3,0.731721565293214,-0.51705843,TCEB3,0.731721565293214,0.51705843
9471,STK11,0.7329137161439122,-0.36143357,STK11,0.7329137161439122,0.36143357
9472,NUAK2,0.7330130911831358,0.1065907,NUAK2,0.7330130911831358,-0.1065907
9473,LINC01152,0.7331124706975289,-0.027837416,LINC01152,0.7331124706975289,0.027837416
9474,RP11-258C19.7,0.7332118546855608,0.3821868,RP11-258C19.7,0.7332118546855608,-0.3821868
9475,VPS8,0.7332118546855608,-0.4240794,VPS8,0.7332118546855608,0.4240794
9476,ZNF559,0.7333112431457008,-0.1734193,ZNF559,0.7333112431457008,0.1734193
9477,WASIR2,0.7334106360764181,-2.1333091,WASIR2,0.7334106360764181,2.1333091
9478,C9ORF3,0.7334106360764181,0.27766588,C9ORF3,0.7334106360764181,-0.27766588
9479,TRIM32,0.7336094353434595,0.36726433,TRIM32,0.7336094353434595,-0.36726433
