,cell_type
1041,CD8A+ Tissue-resident
1042,CD8A+ NK-like
1043,CD4+ Activated IEG
1044,CD4+ Activated IEG
1045,CD4+ Proliferating
1046,CD8A+ Exhausted
1047,CD45- Vascular Endothelium
1048,CD8A+ Tissue-resident
1049,CD8A+ Exhausted
1050,CD4+ Activated IEG
1051,CD45- Vascular Endothelium
1052,CD8A+ Exhausted IEG
1053,CD8A+ NK-like
1054,CD8A+ Tissue-resident
1055,TAM/TCR (Ambiguos)
1056,CD8A+ Exhausted
1057,CD4+ Effector
1058,CD4+ Activated IEG
1059,CD4+ Activated IEG
1060,NK HSP+
1061,CD8A+ Exhausted
1062,CD8A+ NK-like
1063,CD8A+ Exhausted
1064,CD8A+ Tissue-resident
1065,CD14+/CD16+ Monocyte
1066,TAM HLAint
1067,CD4+ Treg
1068,CD45- Myofibroblast
1069,CD8A+ Proliferating
1070,CD8A+ Tissue-resident
1071,CD8A+ Exhausted
1072,CD8A+ Tissue-resident
1073,CD8A+ Exhausted IEG
1074,CD8A+ Exhausted IEG
1075,CD14+/CD16+ Monocyte
1076,CD4+ Proliferating
1077,cDC2
1078,CD45- PAX8+ renal epithelium
1079,CD8A+ Tissue-resident
1080,B cell
1081,CD14+/CD16+ Monocyte
1082,CD4+ Effector
1083,CD4+ Activated IEG
1084,CD8A+ Exhausted IEG
1085,CD14+ Monocyte
1086,CD14+ Monocyte
1087,CD14+/CD16+ Monocyte
1088,TAM HLAint
1089,CD8A+ NK-like
1090,NK HSP+
1091,CD45- Vascular Endothelium
1092,CD4+ Activated IEG
1093,CD8A+ Exhausted
1094,CD4+ Activated IEG
1095,cDC2
1096,CD4+ Activated IEG
1097,CD8A+ Tissue-resident
1098,CD4+ Activated IEG
1099,CD8A+ Exhausted
1100,CD4+ Activated IEG
1101,B cell
1102,CD8A+ Proliferating
1103,NK HSP+
1104,CD8A+ Tissue-resident
1105,CD8A+ Exhausted IEG
1106,CD45- Vascular Endothelium
1107,CD4+ Effector
1108,NK HSP+
1109,CD8A+ Exhausted
1110,CD4+ Activated IEG
1111,CD45- Myofibroblast
1112,CD4+ Activated IEG
1113,CD8A+ Exhausted IEG
1114,CD8A+ Exhausted IEG
1115,CD8A+ Exhausted
1116,NK HSP+
1117,Conventional NK
1118,NK HSP+
1119,NK HSP+
1120,CD8A+ Exhausted
1121,NK HSP+
1122,CD4+ Activated IEG
1123,Conventional NK
1124,CD8A+ Exhausted
1125,CD14+/CD16+ Monocyte
1126,CD8A+ NK-like
1127,CD8A+ Exhausted IEG
1128,CD4+ Activated IEG
1129,CD8A+ Exhausted IEG
1130,CD4+ Activated IEG
1131,CD14+ Monocyte
1132,CD8A+ NK-like
1133,NK HSP+
1134,CD8A+ Proliferating
1135,CD45- Vascular Endothelium
1136,CD45- PAX8+ renal epithelium
1137,CD8A+ NK-like
1138,TAM HLAhi
1139,CD8A+ Exhausted
1140,TAM HLAhi
1141,CD8A+ Exhausted IEG
1142,CD45- Vascular Endothelium
1143,NK HSP+
1144,CD8A+ Tissue-resident
1145,CD8A+ Exhausted
1146,CD4+ Activated IEG
1147,NK HSP+
1148,CD14+/CD16+ Monocyte
1149,TAM HLAhi
1150,CD4+ Activated IEG
1151,CD45- Myofibroblast
1152,CD8A+ NK-like
1153,CD8A+ Exhausted
1154,CD8A+ NK-like
1155,CD8A+ Exhausted IEG
1156,CD8A+ Proliferating
1157,NK HSP+
1158,CD14+/CD16+ Monocyte
1159,cDC2
1160,TAM/TCR (Ambiguos)
1161,CD45- Myofibroblast
1162,cDC2
1163,CD8A+ Exhausted IEG
1164,CD8A+ NK-like
1165,CD8A+ NK-like
1166,CD8A+ Tissue-resident
1167,CD8A+ Tissue-resident
1168,CD8A+ Proliferating
1169,CD4+ Activated IEG
1170,CD8A+ Tissue-resident
1171,CD8A+ Proliferating
1172,CD8A+ Exhausted IEG
1173,NK HSP+
1174,CD4+ Treg
1175,CD8A+ Proliferating
1176,TAM HLAint
1177,CD45- Myofibroblast
1178,CD4+ Treg
1179,cDC2
1180,CD8A+ Exhausted
1181,CD8A+ NK-like
1182,CD8A+ Tissue-resident
1183,CD8A+ NK-like
1184,CD8A+ Tissue-resident
1185,CD8A+ NK-like
1186,CD4+ Effector
1187,CD8A+ Proliferating
1188,cDC2
1189,CD45- Vascular Endothelium
1190,CD4+ Effector
1191,CD14+/CD16+ Monocyte
1192,CD4+ Activated IEG
1193,NK HSP+
1194,CD4+ Treg
1195,CD8A+ NK-like
1196,CD4+ Activated IEG
1197,CD8A+ Exhausted
1198,CD8A+ NK-like
1199,NK HSP+
1200,CD4+ Activated IEG
1201,CD8A+ Proliferating
1202,CD8A+ NK-like
1203,TAM/TCR (Ambiguos)
1204,CD8A+ Tissue-resident
1205,CD8A+ NK-like
1206,CD8A+ NK-like
1207,CD8A+ Exhausted IEG
1208,CD8A+ Exhausted IEG
1209,CD4+ Activated IEG
1210,CD8A+ NK-like
1211,CD4+ Activated IEG
1212,CD45- Myofibroblast
1213,CD8A+ Tissue-resident
1214,CD8A+ Tissue-resident
1215,CD8A+ Exhausted
1216,CD8A+ Exhausted IEG
1217,CD8A+ Exhausted IEG
1218,CD8A+ Exhausted
1219,CD8A+ Proliferating
1220,CD4+ Activated IEG
1221,CD8A+ Exhausted IEG
1222,CD4+ Activated IEG
1223,CD45- Vascular Endothelium
1224,CD8A+ NK-like
1225,CD4+ Naive
1226,CD4+ Activated IEG
1227,CD8A+ Proliferating
1228,CD4+ Activated IEG
1229,CD8A+ NK-like
1230,CD8A+ Proliferating
1231,CD4+ Activated IEG
1232,CD8A+ Exhausted
1233,CD8A+ Exhausted IEG
1234,CD4+ Activated IEG
1235,CD4+ Activated IEG
1236,CD8A+ Proliferating
1237,CD4+ Activated IEG
1238,cDC2
1239,CD8A+ NK-like
1240,TAM/TCR (Ambiguos)
1241,CD4+ Treg
1242,CD8A+ NK-like
1243,cDC2
1244,CD45- Vascular Endothelium
1245,NK HSP+
1246,CD8A+ NK-like
1247,CD4+ Naive
1248,CD8A+ Proliferating
1249,CD8A+ NK-like
1250,CD45- Myofibroblast
1251,CD14+ Monocyte
1252,CD4+ Activated IEG
1253,cDC2
1254,CD45- ccRCC CA9+
1255,CD4+ Activated IEG
1256,CD14+/CD16+ Monocyte
1257,CD4+ Activated IEG
1258,CD8A+ Tissue-resident
1259,CD4+ Activated IEG
1260,Conventional NK
1261,CD4+ Activated IEG
1262,cDC2
1263,CD8A+ NK-like
1264,CD8A+ Exhausted
1265,CD8A+ Exhausted IEG
1266,CD8A+ Exhausted
1267,CD8A+ Proliferating
1268,TAM/TCR (Ambiguos)
1269,CD14+/CD16+ Monocyte
1270,CD8A+ NK-like
1271,CD45- Vascular Endothelium
1272,CD14+/CD16+ Monocyte
1273,CD4+ Activated IEG
1274,NK HSP+
1275,CD8A+ Exhausted IEG
1276,CD8A+ Proliferating
1277,CD14+/CD16+ Monocyte
1278,CD14+/CD16+ Monocyte
1279,NK HSP+
1280,cDC2
1281,CD4+ Activated IEG
1282,CD8A+ NK-like
1283,NK HSP+
1284,CD8A+ NK-like
1285,CD14+ Monocyte
1286,cDC2
1287,NK HSP+
1288,CD14+/CD16+ Monocyte
1289,NK HSP+
1290,CD8A+ NK-like
1291,CD4+ Treg
1292,TAM HLAhi
1293,CD14+/CD16+ Monocyte
1294,CD8A+ Tissue-resident
1295,CD4+ Treg
1296,CD14+ Monocyte
1297,CD8A+ NK-like
1298,CD8A+ Exhausted
1299,CD4+ Activated IEG
1300,TAM HLAhi
1301,CD4+ Activated IEG
1302,CD8A+ Exhausted IEG
1303,CD4+ Activated IEG
1304,CD8A+ Tissue-resident
1305,CD14+ Monocyte
1306,CD14+/CD16+ Monocyte
1307,NK HSP+
1308,TAM HLAhi
1309,CD8A+ Tissue-resident
1310,CD14+/CD16+ Monocyte
1311,CD8A+ Tissue-resident
1312,CD8A+ Tissue-resident
1313,NK HSP+
1314,CD8A+ Exhausted IEG
1315,NK HSP+
1316,NK HSP+
1317,CD8A+ Exhausted IEG
1318,CD45- Myofibroblast
1319,cDC1
1320,CD8A+ NK-like
1321,cDC2
1322,CD14+/CD16+ Monocyte
1323,TAM HLAhi
1324,CD8A+ NK-like
1325,CD4+ Activated IEG
1326,CD45- Vascular Endothelium
1327,CD8A+ NK-like
1328,CD4+ Activated IEG
1329,CD8A+ Exhausted IEG
1330,CD14+ Monocyte
1331,CD8A+ NK-like
1332,cDC2
1333,CD8A+ Proliferating
1334,CD8A+ Exhausted IEG
1335,CD45- Vascular Endothelium
1336,CD8A+ Proliferating
1337,NK HSP+
1338,CD8A+ Exhausted
1339,CD8A+ Proliferating
1340,CD8A+ Tissue-resident
1341,CD8A+ NK-like
1342,CD8A+ Exhausted
1343,CD8A+ Exhausted
1344,CD4+ Effector
1345,CD4+ Activated IEG
1346,CD4+ Activated IEG
1347,pDC
1348,CD8A+ Exhausted IEG
1349,NK HSP+
1350,CD8A+ Exhausted IEG
1351,TAM HLAhi
1352,NK HSP+
1353,NK HSP+
1354,CD8A+ Exhausted IEG
1355,CD4+ Activated IEG
1356,CD8A+ Exhausted
1357,CD8A+ Proliferating
1358,CD8A+ Exhausted
1359,CD8A+ Tissue-resident
1360,Conventional NK
1361,CD4+ Treg
1362,CD8A+ NK-like
1363,NK HSP+
1364,CD8A+ Tissue-resident
1365,CD8A+ Exhausted IEG
1366,CD14+/CD16+ Monocyte
1367,CD8A+ NK-like
1368,CD8A+ Exhausted IEG
1369,CD8A+ Exhausted
1370,NK HSP+
1371,CD4+ Activated IEG
1372,CD8A+ NK-like
1373,Conventional NK
1374,NK HSP+
1375,CD8A+ NK-like
1376,CD8A+ Exhausted
1377,CD4+ Effector
1378,CD8A+ NK-like
1379,CD8A+ Tissue-resident
1380,CD14+/CD16+ Monocyte
1381,NK HSP+
1382,CD4+ Treg
1383,Conventional NK
1384,cDC2
1385,CD8A+ NK-like
1386,CD4+ Activated IEG
1387,CD4+ Effector
1388,CD45- Vascular Endothelium
1389,CD8A+ Exhausted
1390,CD4+ Activated IEG
1391,CD8A+ Tissue-resident
1392,CD8A+ Exhausted
1393,CD4+ Activated IEG
1394,CD8A+ Tissue-resident
1395,NK HSP+
1396,CD8A+ Exhausted
1397,CD8A+ NK-like
1398,cDC2
1399,CD8A+ Tissue-resident
1400,cDC2
1401,CD14+ Monocyte
1402,CD8A+ Exhausted
1403,CD8A+ Tissue-resident
1404,CD4+ Effector
1405,CD4+ Treg
1406,CD8A+ Tissue-resident
1407,CD8A+ Proliferating
1408,CD8A+ Tissue-resident
1409,CD8A+ Proliferating
1410,CD8A+ Exhausted
1411,CD8A+ Exhausted IEG
1412,CD8A+ Exhausted IEG
1413,CD4+ Activated IEG
1414,TAM/TCR (Ambiguos)
1415,CD8A+ Exhausted IEG
1416,CD8A+ NK-like
1417,CD8A+ Exhausted
1418,CD4+ Activated IEG
1419,CD8A+ Tissue-resident
1420,CD8A+ Tissue-resident
1421,TAM HLAint
1422,CD4+ Activated IEG
1423,CD8A+ Proliferating
1424,CD8A+ NK-like
1425,NK HSP+
1426,CD14+/CD16+ Monocyte
1427,CD8A+ Tissue-resident
1428,CD14+ Monocyte
1429,CD4+ Effector
1430,CD8A+ Exhausted IEG
1431,CD8A+ NK-like
1432,CD8A+ NK-like
1433,CD45- Vascular Endothelium
1434,CD8A+ NK-like
1435,CD8A+ NK-like
1436,CD4+ Effector
1437,CD8A+ Tissue-resident
1438,CD4+ Activated IEG
1439,CD8A+ Exhausted IEG
1440,CD8A+ Exhausted
1441,CD4+ Activated IEG
1442,CD8A+ NK-like
1443,CD45- Vascular Endothelium
1444,CD4+ Effector
1445,CD8A+ Exhausted
1446,CD8A+ Tissue-resident
1447,CD8A+ NK-like
1448,CD8A+ NK-like
1449,CD45- Vascular Endothelium
1450,CD8A+ NK-like
1451,TAM HLAhi
1452,CD8A+ NK-like
1453,cDC2
1454,CD8A+ Proliferating
1455,CD8A+ Tissue-resident
1456,B cell
1457,CD8A+ Exhausted
1458,CD45- PAX8+ renal epithelium
1459,NK HSP+
1460,CD8A+ NK-like
1461,NK HSP+
1462,CD8A+ Exhausted
1463,CD8A+ Tissue-resident
1464,CD8A+ NK-like
1465,CD8A+ Exhausted
1466,CD8A+ NK-like
1467,CD8A+ Proliferating
1468,CD45- Vascular Endothelium
1469,CD8A+ Exhausted
1470,TAM/TCR (Ambiguos)
1471,CD8A+ Proliferating
1472,NK HSP+
1473,CD8A+ Proliferating
1474,NK HSP+
1475,CD4+ Activated IEG
1476,CD4+ Effector
1477,CD45- Vascular Endothelium
1478,cDC2
1479,NK HSP+
1480,CD8A+ Tissue-resident
1481,CD8A+ Tissue-resident
1482,CD8A+ Exhausted IEG
1483,Conventional NK
1484,NK HSP+
1485,CD14+/CD16+ Monocyte
1486,CD8A+ NK-like
1487,CD8A+ NK-like
1488,CD14+ Monocyte
1489,cDC2
1490,CD14+ Monocyte
1491,Conventional NK
1492,CD14+ Monocyte
1493,CD45- Vascular Endothelium
1494,CD4+ Activated IEG
1495,CD4+ Activated IEG
1496,CD8A+ Exhausted IEG
1497,Conventional NK
1498,CD8A+ Proliferating
1499,CD8A+ Proliferating
1500,CD4+ Activated IEG
1501,TAM HLAint
1502,CD45- PAX8+ renal epithelium
1503,CD8A+ Exhausted IEG
1504,CD8A+ Proliferating
1505,CD8A+ Exhausted IEG
1506,CD8A+ Exhausted
1507,NK HSP+
1508,CD8A+ NK-like
1509,NK HSP+
1510,CD4+ Activated IEG
1511,CD8A+ Exhausted IEG
1512,CD8A+ Exhausted
1513,CD8A+ NK-like
1514,CD45- Vascular Endothelium
1515,TAM ISGint
1516,NK HSP+
1517,CD4+ Activated IEG
1518,NK HSP+
1519,CD8A+ Exhausted IEG
1520,NK HSP+
1521,CD14+/CD16+ Monocyte
1522,CD8A+ NK-like
1523,NK HSP+
1524,CD8A+ Proliferating
1525,CD8A+ Tissue-resident
1526,CD8A+ Tissue-resident
1527,CD8A+ Proliferating
1528,TAM/TCR (Ambiguos)
1529,CD4+ Effector
1530,NK HSP+
1531,cDC2
1532,cDC2
1533,CD4+ Activated IEG
1534,CD4+ Treg
1535,CD8A+ Tissue-resident
1536,NK HSP+
1537,CD4+ Activated IEG
1538,cDC2
1539,NK HSP+
1540,CD4+ Activated IEG
1541,CD8A+ Exhausted
1542,CD4+ Effector
1543,CD4+ Treg
1544,cDC2
1545,CD45- Vascular Endothelium
1546,NK HSP+
1547,CD8A+ Exhausted
1548,CD8A+ Tissue-resident
1549,CD8A+ Exhausted IEG
1550,CD8A+ Tissue-resident
1551,CD14+/CD16+ Monocyte
1552,CD8A+ NK-like
1553,cDC2
1554,CD8A+ Exhausted IEG
1555,CD8A+ Tissue-resident
1556,NK HSP+
1557,CD4+ Naive
1558,CD4+ Activated IEG
1559,CD14+/CD16+ Monocyte
1560,NK HSP+
1561,CD8A+ Exhausted IEG
1562,CD8A+ Exhausted IEG
1563,CD45- Vascular Endothelium
1564,CD14+/CD16+ Monocyte
1565,CD8A+ Exhausted
1566,CD8A+ Exhausted IEG
1567,CD4+ Activated IEG
1568,CD8A+ Exhausted
1569,CD8A+ Exhausted IEG
1570,CD4+ Naive
1571,CD14+/CD16+ Monocyte
1572,CD8A+ NK-like
1573,CD8A+ Exhausted
1574,Conventional NK
1575,CD8A+ Proliferating
1576,CD4+ Effector
1577,CD8A+ NK-like
1578,NK HSP+
1579,CD8A+ NK-like
1580,CD4+ Activated IEG
1581,CD8A+ NK-like
1582,CD8A+ Exhausted
1583,CD8A+ Proliferating
1584,CD45- Vascular Endothelium
1585,CD8A+ Exhausted
1586,CD14+/CD16+ Monocyte
1587,CD4+ Activated IEG
1588,CD45- Myofibroblast
1589,CD14+ Monocyte
1590,CD14+/CD16+ Monocyte
1591,cDC2
1592,CD45- Vascular Endothelium
1593,CD8A+ Proliferating
1594,CD4+ Activated IEG
1595,CD8A+ Tissue-resident
1596,CD8A+ Tissue-resident
1597,CD4+ Treg
1598,CD14+/CD16+ Monocyte
1599,NK HSP+
1600,CD8A+ Exhausted IEG
1601,CD8A+ NK-like
1602,CD8A+ Exhausted IEG
1603,CD8A+ NK-like
1604,Conventional NK
1605,CD8A+ Proliferating
1606,cDC2
1607,CD45- Myofibroblast
1608,CD8A+ NK-like
1609,CD8A+ Exhausted
1610,CD14+/CD16+ Monocyte
1611,cDC2
1612,CD14+/CD16+ Monocyte
1613,CD8A+ Proliferating
1614,NK HSP+
1615,CD8A+ Exhausted IEG
1616,cDC2
1617,CD8A+ Exhausted
1618,CD14+ Monocyte
1619,CD8A+ Tissue-resident
1620,TAM/TCR (Ambiguos)
1621,CD8A+ NK-like
1622,CD8A+ Tissue-resident
1623,CD4+ Activated IEG
1624,CD8A+ Tissue-resident
1625,CD8A+ Exhausted
1626,CD4+ Activated IEG
1627,CD8A+ NK-like
1628,TAM HLAhi
1629,Conventional NK
1630,CD8A+ NK-like
1631,CD4+ Activated IEG
1632,CD8A+ Proliferating
1633,CD4+ Activated IEG
1634,CD4+ Activated IEG
1635,CD8A+ NK-like
1636,CD8A+ Exhausted IEG
1637,NK HSP+
1638,CD45- Myofibroblast
1639,NK HSP+
1640,CD45- Vascular Endothelium
1641,cDC2
1642,TAM HLAhi
1643,CD8A+ Tissue-resident
1644,Conventional NK
1645,cDC2
1646,CD8A+ Tissue-resident
1647,NK HSP+
1648,CD8A+ Exhausted IEG
1649,CD45- Vascular Endothelium
1650,CD4+ Activated IEG
1651,CD4+ Activated IEG
1652,CD8A+ Exhausted IEG
1653,CD4+ Activated IEG
1654,CD8A+ NK-like
1655,CD8A+ NK-like
1656,NK HSP+
1657,CD4+ Activated IEG
1658,CD8A+ Exhausted IEG
1659,CD8A+ Tissue-resident
1660,CD8A+ Tissue-resident
1661,CD8A+ Proliferating
1662,CD8A+ Exhausted IEG
1663,CD14+/CD16+ Monocyte
1664,cDC2
1665,NK HSP+
1666,CD14+ Monocyte
1667,CD45- Vascular Endothelium
1668,CD45- Vascular Endothelium
1669,TAM HLAint
1670,CD8A+ Exhausted IEG
1671,CD4+ Activated IEG
1672,CD8A+ NK-like
1673,NK HSP+
1674,CD14+ Monocyte
1675,CD8A+ NK-like
1676,NK HSP+
1677,CD8A+ NK-like
1678,cDC2
1679,CD8A+ Exhausted IEG
1680,CD8A+ Exhausted IEG
1681,CD8A+ NK-like
1682,CD14+ Monocyte
1683,CD8A+ Tissue-resident
1684,NK HSP+
1685,NK HSP+
1686,CD4+ Effector
1687,CD45- Myofibroblast
1688,CD8A+ Exhausted IEG
1689,CD8A+ Proliferating
1690,CD8A+ Tissue-resident
1691,NK HSP+
1692,CD4+ Activated IEG
1693,CD4+ Effector
1694,CD4+ Treg
1695,CD4+ Proliferating
1696,CD8A+ Exhausted IEG
1697,CD4+ Activated IEG
1698,CD14+/CD16+ Monocyte
1699,CD8A+ Proliferating
1700,CD8A+ NK-like
1701,CD8A+ NK-like
1702,CD8A+ NK-like
1703,CD8A+ Exhausted IEG
1704,CD8A+ Exhausted IEG
1705,CD4+ Activated IEG
1706,TAM HLAhi
1707,cDC2
1708,CD8A+ Exhausted
1709,Conventional NK
1710,CD8A+ Exhausted
1711,CD8A+ Exhausted
1712,CD14+ Monocyte
1713,CD8A+ Exhausted
1714,TAM/TCR (Ambiguos)
1715,NK HSP+
1716,NK HSP+
1717,CD8A+ Proliferating
1718,CD4+ Activated IEG
1719,CD8A+ Exhausted IEG
1720,cDC2
1721,CD8A+ NK-like
1722,CD4+ Naive
1723,NK HSP+
1724,CD8A+ NK-like
1725,cDC2
1726,CD8A+ Proliferating
1727,NK HSP+
1728,CD8A+ NK-like
1729,CD14+ Monocyte
1730,CD8A+ Tissue-resident
1731,CD4+ Activated IEG
1732,CD8A+ Exhausted
1733,CD14+/CD16+ Monocyte
1734,CD8A+ Exhausted IEG
1735,NK HSP+
1736,CD4+ Effector
1737,CD8A+ Exhausted IEG
1738,CD8A+ Tissue-resident
1739,CD8A+ Tissue-resident
1740,cDC2
1741,CD8A+ Tissue-resident
1742,CD14+/CD16+ Monocyte
1743,CD8A+ Exhausted IEG
1744,CD14+ Monocyte
1745,cDC2
1746,NK HSP+
1747,CD4+ Activated IEG
1748,CD8A+ Exhausted
1749,cDC2
1750,CD14+ Monocyte
1751,CD4+ Effector
1752,CD8A+ NK-like
1753,CD8A+ Exhausted
1754,NK HSP+
1755,CD8A+ Tissue-resident
1756,CD8A+ Tissue-resident
1757,CD8A+ Proliferating
1758,CD4+ Activated IEG
1759,CD8A+ Tissue-resident
1760,NK HSP+
1761,CD8A+ Tissue-resident
1762,CD8A+ Tissue-resident
1763,CD8A+ NK-like
1764,NK HSP+
1765,NK HSP+
1766,CD45- Vascular Endothelium
1767,CD4+ Activated IEG
1768,NK HSP+
1769,CD45- Vascular Endothelium
1770,CD8A+ Exhausted
1771,NK HSP+
1772,CD8A+ NK-like
1773,NK HSP+
1774,TAM ISGhi
1775,NK HSP+
1776,CD8A+ Exhausted
1777,cDC2
1778,CD4+ Naive
1779,CD8A+ Proliferating
1780,CD8A+ Exhausted IEG
1781,CD8A+ Exhausted IEG
1782,CD4+ Effector
1783,CD8A+ NK-like
1784,CD8A+ Exhausted
1785,cDC2
1786,CD8A+ NK-like
1787,CD8A+ NK-like
1788,CD8A+ Proliferating
1789,B cell
1790,CD8A+ NK-like
1791,CD8A+ Tissue-resident
1792,CD14+/CD16+ Monocyte
1793,NK HSP+
1794,CD14+ Monocyte
1795,CD8A+ Exhausted IEG
1796,TAM HLAint
1797,CD4+ Activated IEG
1798,CD8A+ NK-like
1799,CD8A+ Tissue-resident
1800,TAM/TCR (Ambiguos)
1801,NK HSP+
1802,CD4+ Treg
1803,CD14+/CD16+ Monocyte
1804,CD8A+ Exhausted IEG
1805,CD14+/CD16+ Monocyte
1806,CD8A+ Exhausted IEG
1807,CD8A+ NK-like
1808,NK HSP+
1809,CD4+ Activated IEG
1810,CD8A+ Tissue-resident
1811,CD8A+ Exhausted IEG
1812,TAM HLAhi
1813,cDC2
1814,CD45- Myofibroblast
1815,CD8A+ NK-like
1816,CD8A+ Exhausted
1817,CD8A+ Exhausted
1818,CD45- ccRCC CA9+
1819,CD45- PAX8+ renal epithelium
1820,NK HSP+
1821,TAM HLAint
1822,CD4+ Activated IEG
1823,CD8A+ Tissue-resident
1824,CD45- ccRCC CA9+
1825,CD4+ Effector
1826,CD45- Vascular Endothelium
1827,CD8A+ NK-like
1828,Conventional NK
1829,CD8A+ Exhausted
1830,CD4+ Effector
1831,CD14+/CD16+ Monocyte
1832,CD8A+ Tissue-resident
1833,CD45- Myofibroblast
1834,NK HSP+
1835,CD4+ Activated IEG
1836,CD8A+ Proliferating
1837,CD45- Vascular Endothelium
1838,CD8A+ Exhausted IEG
1839,CD4+ Treg
1840,TAM ISGhi
1841,CD8A+ Exhausted
1842,CD8A+ Exhausted IEG
1843,CD4+ Activated IEG
1844,CD4+ Activated IEG
1845,CD8A+ Exhausted
1846,NK HSP+
1847,CD4+ Activated IEG
1848,NK HSP+
1849,CD8A+ Tissue-resident
1850,cDC2
1851,TAM/TCR (Ambiguos)
1852,CD4+ Activated IEG
1853,TAM ISGhi
1854,CD14+ Monocyte
1855,CD8A+ Proliferating
1856,CD8A+ Tissue-resident
1857,cDC2
1858,CD8A+ Exhausted
1859,NK HSP+
1860,CD8A+ Exhausted IEG
1861,CD8A+ Exhausted
1862,CD8A+ Exhausted IEG
1863,NK HSP+
1864,TAM/TCR (Ambiguos)
1865,CD8A+ NK-like
1866,CD4+ Activated IEG
1867,CD8A+ NK-like
1868,CD8A+ Proliferating
1869,CD45- Vascular Endothelium
1870,CD14+ Monocyte
1871,CD8A+ Exhausted IEG
1872,CD8A+ Exhausted IEG
1873,CD8A+ Proliferating
1874,CD8A+ NK-like
1875,CD8A+ Exhausted IEG
1876,CD8A+ Tissue-resident
1877,CD45- Vascular Endothelium
1878,NK HSP+
1879,CD8A+ Tissue-resident
1880,CD4+ Activated IEG
1881,CD8A+ Exhausted
1882,NK HSP+
1883,CD45- Myofibroblast
1884,CD8A+ Tissue-resident
1885,CD4+ Activated IEG
1886,CD8A+ Tissue-resident
1887,CD4+ Activated IEG
1888,cDC2
1889,NK HSP+
1890,CD45- ccRCC CA9+
1891,CD4+ Activated IEG
1892,cDC2
1893,CD8A+ Exhausted IEG
1894,NK HSP+
1895,CD45- PAX8+ renal epithelium
1896,CD8A+ Exhausted
1897,CD8A+ Proliferating
1898,CD8A+ Exhausted IEG
1899,CD8A+ Tissue-resident
1900,CD4+ Activated IEG
1901,TAM/TCR (Ambiguos)
1902,CD14+/CD16+ Monocyte
1903,CD8A+ NK-like
1904,CD8A+ NK-like
1905,CD8A+ NK-like
1906,NK HSP+
1907,CD8A+ NK-like
1908,TAM ISGint
1909,CD8A+ NK-like
1910,CD45- Vascular Endothelium
1911,CD4+ Proliferating
1912,CD8A+ Exhausted
1913,CD8A+ Tissue-resident
1914,CD8A+ NK-like
1915,CD8A+ Exhausted
1916,CD4+ Activated IEG
1917,CD14+/CD16+ Monocyte
1918,CD8A+ NK-like
1919,CD8A+ Exhausted
1920,CD4+ Activated IEG
1921,cDC2
1922,CD8A+ NK-like
1923,CD8A+ Tissue-resident
1924,CD8A+ NK-like
1925,CD8A+ Exhausted IEG
1926,CD4+ Activated IEG
1927,CD14+/CD16+ Monocyte
1928,CD8A+ Exhausted
1929,CD8A+ Proliferating
1930,CD8A+ Exhausted IEG
1931,TAM HLAhi
1932,CD8A+ Exhausted
1933,CD8A+ Proliferating
1934,CD8A+ NK-like
1935,CD4+ Activated IEG
1936,CD4+ Activated IEG
1937,CD8A+ Tissue-resident
1938,CD8A+ Exhausted IEG
1939,cDC2
1940,CD8A+ NK-like
1941,CD14+/CD16+ Monocyte
1942,CD8A+ Tissue-resident
1943,CD4+ Activated IEG
1944,CD4+ Treg
1945,CD8A+ Tissue-resident
1946,NK HSP+
1947,CD8A+ Tissue-resident
1948,CD8A+ Tissue-resident
1949,CD8A+ Exhausted IEG
1950,CD14+/CD16+ Monocyte
1951,CD4+ Activated IEG
1952,TAM HLAhi
1953,CD8A+ Exhausted
1954,CD14+ Monocyte
1955,TAM/TCR (Ambiguos)
1956,CD8A+ NK-like
1957,CD8A+ Exhausted IEG
1958,Conventional NK
1959,CD8A+ Exhausted
1960,cDC2
1961,CD8A+ NK-like
1962,TAM ISGint
1963,CD8A+ Tissue-resident
1964,CD4+ Naive
1965,NK HSP+
1966,CD8A+ Tissue-resident
1967,CD8A+ NK-like
1968,NK HSP+
1969,CD8A+ Proliferating
1970,CD4+ Activated IEG
1971,cDC2
1972,CD4+ Activated IEG
1973,CD14+ Monocyte
1974,CD8A+ Exhausted
1975,CD8A+ Tissue-resident
1976,CD8A+ NK-like
1977,CD14+ Monocyte
1978,CD8A+ NK-like
1979,cDC2
1980,CD8A+ Exhausted
1981,cDC2
1982,CD8A+ Exhausted
1983,cDC2
1984,CD8A+ Exhausted IEG
1985,CD8A+ Proliferating
1986,CD8A+ Exhausted IEG
1987,CD4+ Activated IEG
1988,CD4+ Activated IEG
1989,CD4+ Activated IEG
1990,NK HSP+
1991,NK HSP+
1992,Conventional NK
1993,CD45- Myofibroblast
1994,cDC2
1995,TAM/TCR (Ambiguos)
1996,Conventional NK
1997,CD14+ Monocyte
1998,CD45- ccRCC CA9+
1999,CD8A+ Exhausted IEG
2000,CD4+ Treg
2001,cDC2
2002,CD8A+ Tissue-resident
2003,CD45- Vascular Endothelium
2004,NK HSP+
2005,CD4+ Activated IEG
2006,CD45- Vascular Endothelium
2007,CD14+/CD16+ Monocyte
2008,CD8A+ Proliferating
2009,CD8A+ NK-like
2010,cDC2
2011,cDC2
2012,CD4+ Effector
2013,CD8A+ Tissue-resident
